Time (ms),Ch1 V,Ch2 V,Ch1 A,Ch2 A,RPM,Torque,range,J,,,,
354.471,38.527,0.006,0.963,0.002,1570.225,0.011,0,0.05702264439,0,,,
354.533,38.308,0.006,0.914,0.002,1587.283,0.011,0,0.05702264439,0,,,
354.596,38.234,0,0.865,0.01,1577.536,0.013,0,0.06739039791,0,,,
354.658,38.234,0.006,0.824,0.01,1556.821,0.011,0,0.05702264439,0,,,
354.721,38.922,0.006,0.791,0.01,1575.099,0.012,0,0.06220652115,0,,,
354.784,39.227,0,0.775,0.002,1590.939,0.011,0,0.05702264439,0,,,
354.846,39.464,0.006,0.759,-0.007,1577.536,0.01,0,0.05183876763,0,,,
354.909,39.696,0,0.734,0.002,1562.914,0.01,0,0.05183876763,0,,,
354.971,39.921,0.006,0.734,-0.007,1579.973,0.01,0,0.05183876763,0,,,
355.034,40.11,0.006,0.726,0.01,1592.157,0.011,0,0.05702264439,0,,,
355.096,40.286,0,0.726,-0.007,1573.88,0.01,0,0.05183876763,0,,,
355.159,40.402,0.006,0.734,0.002,1566.569,0.01,0,0.05183876763,0,,,
355.221,40.487,0.006,0.75,0.002,1582.41,0.01,0,0.05183876763,0,,,
355.284,40.591,0,0.767,0.002,1587.283,0.012,0,0.06220652115,0,,,
355.347,40.627,0,0.783,0.002,1569.006,0.012,0,0.06220652115,0,,,
355.409,40.591,0.006,0.816,0.002,1569.006,0.01,0,0.05183876763,0,,,
355.472,40.505,0,0.816,-0.007,1584.846,0.01,0,0.05183876763,0,,,
355.534,40.451,0,0.832,-0.007,1583.628,0.01,0,0.05183876763,0,,,
355.597,40.396,0,0.832,0.002,1562.914,0.011,0,0.05702264439,0,,,
355.659,40.365,0,0.857,0.002,1572.662,0.011,0,0.05702264439,0,,,
355.722,40.323,0,0.857,0.002,1589.72,0.01,0,0.05183876763,0,,,
355.784,40.329,0,0.857,0.002,1576.317,0.011,0,0.05702264439,0,,,
355.847,40.256,0.012,0.857,0.01,1560.477,0.011,0,0.05702264439,0,,,
355.909,40.274,0,0.857,0.002,1575.099,0.011,0,0.05702264439,0,,,
355.972,40.219,0,0.84,0.01,1590.939,0.01,0,0.05183876763,0,,,
356.035,40.317,0,0.865,0.002,1575.099,0.011,0,0.05702264439,0,,,
356.097,40.512,0.012,0.849,0.002,1564.132,0.011,0,0.05702264439,0,,,
356.16,40.798,0.006,0.857,0.002,1579.973,0.01,0,0.05183876763,0,,,
356.222,41.029,0.012,0.865,-0.007,1592.157,0.01,0,0.05183876763,0,,,
356.285,41.406,0.006,0.881,-0.007,1573.88,0.011,0,0.05702264439,0,,,
356.347,41.467,0,0.906,0.002,1569.006,0.011,0,0.05702264439,0,,,
356.41,41.486,0,0.922,0.002,1582.41,0.011,0,0.05702264439,0,,,
356.472,41.833,-0.006,0.98,0.01,1588.502,0.012,0,0.06220652115,0,,,
356.535,41.869,0,1.012,0.002,1569.006,0.017,0,0.08812590497,0,,,
356.598,41.784,0.006,1.062,0.01,1569.006,0.012,0,0.06220652115,0,,,
356.66,41.601,0,1.078,0.018,1586.065,0.013,0,0.06739039791,0,,,
356.723,41.352,0.006,1.086,0.002,1581.191,0.017,0,0.08812590497,0,,,
356.785,40.932,0,1.119,-0.007,1562.914,0.015,0,0.07775815144,0,,,
356.848,40.451,0,1.119,0.01,1572.662,0.016,0,0.0829420282,0,,,
356.91,40.231,0,1.127,0.002,1588.502,0.016,0,0.0829420282,0,,,
356.973,39.897,0,1.111,0.01,1577.536,0.013,0,0.06739039791,0,,,
357.035,39.562,0,1.086,0.01,1555.603,0.013,0,0.06739039791,0,,,
357.098,39.385,0,1.062,0.002,1577.536,0.013,0,0.06739039791,0,,,
357.16,39.172,0,1.029,0.01,1592.157,0.013,0,0.06739039791,0,,,
357.223,38.892,0,0.988,0.002,1577.536,0.012,0,0.06220652115,0,,,
357.286,38.63,0,0.955,0.002,1564.132,0.012,0,0.06220652115,0,,,
357.348,38.582,0,0.906,0.002,1579.973,0.011,0,0.05702264439,0,,,
357.411,38.508,0.006,0.865,0.01,1594.594,0.012,0,0.06220652115,0,,,
357.473,39.799,0,0.816,0.01,1577.536,0.012,0,0.06220652115,0,,,
357.536,39.318,0,0.791,0.01,1566.569,0.012,0,0.06220652115,0,,,
357.598,39.556,-0.006,0.775,0.01,1581.191,0.01,0,0.05183876763,0,,,
357.661,39.769,0.006,0.75,0.002,1595.813,0.007,0,0.03628713734,0,,,
357.723,39.945,0.006,0.75,0.018,1578.754,0.01,0,0.05183876763,0,,,
357.786,40.238,-0.006,0.767,0.002,1570.225,0.01,0,0.05183876763,0,,,
357.849,40.432,0.006,0.775,0.01,1583.628,0.01,0,0.05183876763,0,,,
357.911,40.597,0.006,0.783,0.01,1600.687,0.01,0,0.05183876763,0,,,
357.974,40.822,0,0.816,0.018,1578.754,0.008,0,0.0414710141,0,,,
358.036,40.992,0.006,0.84,0.002,1572.662,0.008,0,0.0414710141,0,,,
358.099,41.053,0.006,0.865,0.01,1586.065,0.011,0,0.05702264439,0,,,
358.161,41.078,0.006,0.898,0.002,1600.687,0.01,0,0.05183876763,0,,,
358.224,41.145,0,0.906,0.002,1587.283,0.011,0,0.05702264439,0,,,
358.286,41.163,0.006,0.939,0.002,1572.662,0.01,0,0.05183876763,0,,,
358.349,40.962,-0.006,0.955,0.01,1588.502,0.011,0,0.05702264439,0,,,
358.411,40.895,0,0.963,0.002,1601.905,0.011,0,0.05702264439,0,,,
358.474,40.84,0,0.972,0.01,1592.157,0.011,0,0.05702264439,0,,,
358.537,40.645,0,0.972,-0.007,1570.225,0.012,0,0.06220652115,0,,,
358.599,40.591,0,0.988,0.01,1588.502,0.012,0,0.06220652115,0,,,
358.662,40.645,0,0.98,0.01,1601.905,0.011,0,0.05702264439,0,,,
358.724,40.445,0,0.98,0.01,1592.157,0.013,0,0.06739039791,0,,,
358.787,40.451,-0.012,0.98,-0.007,1575.099,0.013,0,0.06739039791,0,,,
358.849,40.652,0.006,0.98,0.002,1587.283,0.013,0,0.06739039791,0,,,
358.912,41.613,0,0.963,0.002,1599.468,0.011,0,0.05702264439,0,,,
358.974,41.09,-0.006,0.98,0.01,1599.468,0.011,0,0.05702264439,0,,,
359.037,41.224,-0.006,1.004,0.002,1582.41,0.013,0,0.06739039791,0,,,
359.1,41.473,0.006,1.029,0.002,1586.065,0.012,0,0.06220652115,0,,,
359.162,41.583,0,1.062,0.01,1600.687,0.013,0,0.06739039791,0,,,
359.225,41.735,0,1.086,0.002,1606.779,0.012,0,0.06220652115,0,,,
359.287,41.778,0,1.127,0.01,1589.72,0.013,0,0.06739039791,0,,,
359.35,41.851,0.006,1.16,0.01,1584.846,0.012,0,0.06220652115,0,,,
359.412,41.82,0,1.209,0.01,1598.25,0.01,0,0.05183876763,0,,,
359.475,41.68,0,1.225,0.01,1611.653,0.012,0,0.06220652115,0,,,
359.537,41.467,0,1.258,0.002,1595.813,0.012,0,0.06220652115,0,,,
359.6,41.12,0,1.266,0.01,1582.41,0.011,0,0.05702264439,0,,,
359.662,40.712,0,1.266,0.01,1597.031,0.01,0,0.05183876763,0,,,
359.725,40.268,0,1.266,0.002,1611.653,0.008,0,0.0414710141,0,,,
359.788,39.824,-0.012,1.242,0.002,1597.031,0.007,0,0.03628713734,0,,,
359.85,39.397,0.006,1.209,-0.007,1581.191,0.01,0,0.05183876763,0,,,
359.913,39.044,0.006,1.184,0.01,1594.594,0.01,0,0.05183876763,0,,,
359.975,38.691,0,1.127,0.002,1609.216,0.007,0,0.03628713734,0,,,
360.038,38.411,0,1.078,0.01,1601.905,0.008,0,0.0414710141,0,,,
360.1,38.241,0.006,1.004,0.002,1583.628,0.008,0,0.0414710141,0,,,
360.163,38.247,0.006,0.963,-0.007,1592.157,0.01,0,0.05183876763,0,,,
360.225,38.32,0,0.898,0.01,1606.779,0.01,0,0.05183876763,0,,,
360.288,39.032,0,0.865,0.01,1610.435,0.01,0,0.05183876763,0,,,
360.351,39.245,-0.006,0.857,0.002,1590.939,0.011,0,0.05702264439,0,,,
360.413,39.464,0.006,0.849,0.018,1589.72,0.012,0,0.06220652115,0,,,
360.476,39.677,0,0.832,0.01,1603.124,0.012,0,0.06220652115,0,,,
360.538,39.86,0.006,0.84,0.01,1612.872,0.012,0,0.06220652115,0,,,
360.601,40.012,0,0.849,-0.007,1599.468,0.015,0,0.07775815144,0,,,
360.663,40.146,0.012,0.849,0.01,1586.065,0.012,0,0.06220652115,0,,,
360.726,40.262,-0.006,0.857,0.01,1603.124,0.012,0,0.06220652115,0,,,
360.788,40.359,0.006,0.873,0.01,1614.09,0.012,0,0.06220652115,0,,,
360.851,40.402,-0.006,0.881,0.002,1599.468,0.015,0,0.07775815144,0,,,
360.913,40.384,0,0.881,0.002,1586.065,0.012,0,0.06220652115,0,,,
360.976,40.378,0.006,0.89,-0.007,1600.687,0.013,0,0.06739039791,0,,,
361.039,40.371,0,0.89,0.002,1614.09,0.011,0,0.05702264439,0,,,
361.101,40.341,0,0.898,0.01,1604.342,0.015,0,0.07775815144,0,,,
361.164,40.329,0,0.898,0.002,1577.536,0.013,0,0.06739039791,0,,,
361.226,40.317,0.006,0.89,0.002,1594.594,0.011,0,0.05702264439,0,,,
361.289,40.292,0,0.898,0.002,1610.435,0.01,0,0.05183876763,0,,,
361.351,40.262,0.006,0.881,0.002,1599.468,0.011,0,0.05702264439,0,,,
361.414,40.225,0.006,0.89,0.002,1582.41,0.011,0,0.05702264439,0,,,
361.476,40.171,0.006,0.873,0.002,1595.813,0.012,0,0.06220652115,0,,,
361.539,40.158,0.006,0.873,-0.007,1609.216,0.01,0,0.05183876763,0,,,
361.602,40.219,0.006,0.857,0.002,1601.905,0.012,0,0.06220652115,0,,,
361.664,40.335,0,0.881,0.002,1584.846,0.012,0,0.06220652115,0,,,
361.727,40.798,0,0.881,0.002,1590.939,0.01,0,0.05183876763,0,,,
361.789,40.95,0,0.898,0.002,1607.998,0.012,0,0.06220652115,0,,,
361.852,41.078,-0.006,0.939,-0.007,1605.561,0.012,0,0.06220652115,0,,,
361.914,41.254,0,0.963,0.002,1587.283,0.013,0,0.06739039791,0,,,
361.977,41.358,0,0.988,0.002,1590.939,0.015,0,0.07775815144,0,,,
362.039,41.467,-0.006,1.029,-0.007,1603.124,0.011,0,0.05702264439,0,,,
362.102,41.504,0.006,1.053,0.002,1612.872,0.013,0,0.06739039791,0,,,
362.164,41.486,0,1.094,0.002,1593.376,0.013,0,0.06739039791,0,,,
362.227,41.4,0,1.119,-0.007,1588.502,0.015,0,0.07775815144,0,,,
362.29,41.175,0,1.127,0.01,1599.468,0.011,0,0.05702264439,0,,,
362.352,40.901,0.006,1.135,0.002,1614.09,0.015,0,0.07775815144,0,,,
362.415,40.566,0.006,1.152,0.002,1597.031,0.012,0,0.06220652115,0,,,
362.477,40.177,0.006,1.135,0.01,1583.628,0.013,0,0.06739039791,0,,,
362.54,39.793,0,1.119,0.01,1599.468,0.012,0,0.06220652115,0,,,
362.602,39.44,0,1.086,0.01,1611.653,0.012,0,0.06220652115,0,,,
362.665,39.142,0,1.045,0.01,1598.25,0.015,0,0.07775815144,0,,,
362.727,38.849,0,1.012,0.002,1583.628,0.011,0,0.05702264439,0,,,
362.79,38.6,0.006,0.955,0.002,1597.031,0.012,0,0.06220652115,0,,,
362.853,38.375,0,0.914,0.01,1611.653,0.012,0,0.06220652115,0,,,
362.915,38.234,0,0.881,0.002,1595.813,0.012,0,0.06220652115,0,,,
362.978,38.21,0,0.84,0.002,1578.754,0.011,0,0.05702264439,0,,,
363.04,38.789,0,0.808,-0.007,1598.25,0.012,0,0.06220652115,0,,,
363.103,39.117,0,0.8,0.01,1610.435,0.012,0,0.06220652115,0,,,
363.165,39.41,0.006,0.783,0.002,1594.594,0.01,0,0.05183876763,0,,,
363.228,39.55,0.006,0.783,0.01,1582.41,0.013,0,0.06739039791,0,,,
363.29,39.769,0,0.791,0.01,1594.594,0.012,0,0.06220652115,0,,,
363.353,40.037,0,0.791,0.01,1610.435,0.012,0,0.06220652115,0,,,
363.415,40.219,0.006,0.8,0.01,1590.939,0.01,0,0.05183876763,0,,,
363.478,40.25,0.006,0.816,-0.007,1579.973,0.011,0,0.05702264439,0,,,
363.541,40.445,0,0.8,0.01,1594.594,0.008,0,0.0414710141,0,,,
363.603,40.682,0,0.824,0.002,1605.561,0.011,0,0.05702264439,0,,,
363.666,40.67,0.012,0.84,0.002,1588.502,0.01,0,0.05183876763,0,,,
363.728,40.554,0,0.857,0.01,1581.191,0.01,0,0.05183876763,0,,,
363.791,40.621,0.006,0.865,0.002,1592.157,0.011,0,0.05702264439,0,,,
363.853,40.53,0,0.873,-0.007,1607.998,0.01,0,0.05183876763,0,,,
363.916,40.305,0.006,0.873,0.002,1592.157,0.01,0,0.05183876763,0,,,
363.978,40.414,-0.012,0.865,0.01,1579.973,0.011,0,0.05702264439,0,,,
364.041,40.475,0.006,0.865,-0.007,1595.813,0.01,0,0.05183876763,0,,,
364.104,40.274,0,0.881,0.002,1605.561,0.008,0,0.0414710141,0,,,
364.166,40.158,-0.012,0.873,0.002,1588.502,0.011,0,0.05702264439,0,,,
364.229,40.262,0.006,0.873,0.01,1579.973,0.011,0,0.05702264439,0,,,
364.291,40.25,0,0.881,0.01,1593.376,0.013,0,0.06739039791,0,,,
364.354,40.177,0.006,0.89,0.002,1606.779,0.016,0,0.0829420282,0,,,
364.416,40.292,0,0.898,0.01,1589.72,0.012,0,0.06220652115,0,,,
364.479,40.889,0.006,0.922,0.002,1579.973,0.012,0,0.06220652115,0,,,
364.541,40.926,0,0.939,0.01,1592.157,0.011,0,0.05702264439,0,,,
364.604,40.95,0,0.98,0.01,1606.779,0.012,0,0.06220652115,0,,,
364.666,41.473,0.006,0.996,0.002,1589.72,0.012,0,0.06220652115,0,,,
364.729,41.613,0.006,1.037,0.01,1576.317,0.012,0,0.06220652115,0,,,
364.792,41.65,-0.006,1.07,0.002,1594.594,0.013,0,0.06739039791,0,,,
364.854,41.772,0.006,1.103,0.01,1604.342,0.011,0,0.05702264439,0,,,
364.917,41.875,0,1.127,-0.007,1587.283,0.015,0,0.07775815144,0,,,
364.979,41.638,-0.006,1.16,0.002,1579.973,0.013,0,0.06739039791,0,,,
365.042,41.236,0,1.176,0.01,1592.157,0.011,0,0.05702264439,0,,,
365.104,41.035,-0.006,1.193,0.002,1605.561,0.011,0,0.05702264439,0,,,
365.167,40.633,0,1.209,0.002,1589.72,0.013,0,0.06739039791,0,,,
365.229,40.213,0,1.184,-0.007,1576.317,0.011,0,0.05702264439,0,,,
365.292,39.964,0,1.168,0.002,1593.376,0.011,0,0.05702264439,0,,,
365.355,39.702,0.006,1.135,0.002,1605.561,0.011,0,0.05702264439,0,,,
365.417,39.373,0.006,1.094,0.01,1588.502,0.012,0,0.06220652115,0,,,
365.48,39.02,0,1.078,-0.007,1577.536,0.015,0,0.07775815144,0,,,
365.542,38.898,0,1.062,0.01,1592.157,0.012,0,0.06220652115,0,,,
365.605,38.691,0.006,1.021,0.002,1605.561,0.013,0,0.06739039791,0,,,
365.667,38.46,0,0.98,0.01,1587.283,0.012,0,0.06220652115,0,,,
365.73,38.435,0,0.947,0.01,1577.536,0.012,0,0.06220652115,0,,,
365.792,38.49,0,0.914,0.002,1592.157,0.013,0,0.06739039791,0,,,
365.855,39.093,0.006,0.906,0.01,1606.779,0.013,0,0.06739039791,0,,,
365.917,39.306,0,0.89,0.002,1588.502,0.013,0,0.06739039791,0,,,
365.98,39.617,0,0.873,0.01,1578.754,0.015,0,0.07775815144,0,,,
366.043,39.89,0,0.873,0.002,1589.72,0.012,0,0.06220652115,0,,,
366.105,40.085,-0.006,0.873,0.01,1604.342,0.013,0,0.06739039791,0,,,
366.168,40.268,0.006,0.881,0.01,1589.72,0.015,0,0.07775815144,0,,,
366.23,40.542,0.012,0.898,-0.007,1577.536,0.015,0,0.07775815144,0,,,
366.293,40.682,0.006,0.906,-0.007,1592.157,0.012,0,0.06220652115,0,,,
366.355,40.816,0,0.922,0.002,1604.342,0.012,0,0.06220652115,0,,,
366.418,41.047,0,0.922,0.002,1590.939,0.013,0,0.06739039791,0,,,
366.48,41.12,0,0.947,0.01,1577.536,0.012,0,0.06220652115,0,,,
366.543,41.133,-0.006,0.98,0.01,1593.376,0.011,0,0.05702264439,0,,,
366.606,41.053,0.012,0.98,0.002,1605.561,0.013,0,0.06739039791,0,,,
366.668,41.084,-0.006,1.004,-0.007,1586.065,0.01,0,0.05183876763,0,,,
366.731,40.895,-0.006,1.004,0.01,1577.536,0.012,0,0.06220652115,0,,,
366.793,40.731,0,1.021,-0.007,1593.376,0.01,0,0.05183876763,0,,,
366.856,40.652,0,1.037,0.002,1604.342,0.01,0,0.05183876763,0,,,
366.918,40.645,-0.012,1.053,0.002,1588.502,0.01,0,0.05183876763,0,,,
366.981,40.451,0,1.053,0.01,1576.317,0.01,0,0.05183876763,0,,,
367.043,40.28,0,1.07,0.002,1590.939,0.008,0,0.0414710141,0,,,
367.106,40.445,0.006,1.07,0.01,1605.561,0.01,0,0.05183876763,0,,,
367.168,40.457,0.006,1.07,0.01,1586.065,0.008,0,0.0414710141,0,,,
367.231,40.518,0,1.078,0.01,1578.754,0.008,0,0.0414710141,0,,,
367.294,40.992,0.006,1.103,0.01,1592.157,0.01,0,0.05183876763,0,,,
367.356,41.145,0.006,1.119,0.002,1605.561,0.008,0,0.0414710141,0,,,
367.419,41.327,0.006,1.144,0.002,1588.502,0.01,0,0.05183876763,0,,,
367.481,41.48,0,1.152,-0.007,1577.536,0.01,0,0.05183876763,0,,,
367.544,41.68,0.012,1.184,-0.007,1594.594,0.011,0,0.05702264439,0,,,
367.606,41.796,0.006,1.217,0.002,1605.561,0.01,0,0.05183876763,0,,,
367.669,41.82,0,1.242,0.01,1588.502,0.015,0,0.07775815144,0,,,
367.731,41.741,0.006,1.25,-0.007,1577.536,0.013,0,0.06739039791,0,,,
367.794,41.699,-0.006,1.283,0.002,1593.376,0.012,0,0.06220652115,0,,,
367.857,41.461,0.006,1.291,0.002,1607.998,0.015,0,0.07775815144,0,,,
367.919,41.139,0,1.316,0.002,1589.72,0.015,0,0.07775815144,0,,,
367.982,40.725,0.006,1.307,0.01,1577.536,0.015,0,0.07775815144,0,,,
368.044,40.256,0,1.299,0.018,1592.157,0.015,0,0.07775815144,0,,,
368.107,39.805,0,1.291,0.01,1604.342,0.015,0,0.07775815144,0,,,
368.169,39.385,0,1.275,0.002,1588.502,0.015,0,0.07775815144,0,,,
368.232,39.014,0,1.209,0.002,1576.317,0.015,0,0.07775815144,0,,,
368.294,38.648,0.006,1.193,0.01,1592.157,0.015,0,0.07775815144,0,,,
368.357,38.387,0,1.144,0.002,1605.561,0.015,0,0.07775815144,0,,,
368.419,38.174,0,1.103,0.002,1588.502,0.016,0,0.0829420282,0,,,
368.482,38.161,0,1.045,-0.007,1577.536,0.015,0,0.07775815144,0,,,
368.545,38.21,0,1.004,0.002,1593.376,0.012,0,0.06220652115,0,,,
368.607,38.898,0,0.972,0.018,1605.561,0.013,0,0.06739039791,0,,,
368.67,39.16,-0.006,0.947,0.01,1586.065,0.011,0,0.05702264439,0,,,
368.732,39.379,0,0.931,0.002,1577.536,0.01,0,0.05183876763,0,,,
368.795,39.598,0,0.922,0.002,1590.939,0.01,0,0.05183876763,0,,,
368.857,39.805,0,0.914,0.01,1605.561,0.01,0,0.05183876763,0,,,
368.92,39.994,-0.006,0.898,0.002,1587.283,0.01,0,0.05183876763,0,,,
368.982,40.14,0,0.906,0.002,1577.536,0.008,0,0.0414710141,0,,,
369.045,40.28,0.006,0.898,0.01,1592.157,0.007,0,0.03628713734,0,,,
369.108,40.378,0,0.89,-0.007,1604.342,0.007,0,0.03628713734,0,,,
369.17,40.451,0,0.898,0.01,1584.846,0.008,0,0.0414710141,0,,,
369.233,40.42,0.006,0.898,0.002,1578.754,0.008,0,0.0414710141,0,,,
369.295,40.42,0.006,0.898,0.002,1593.376,0.006,0,0.03110326058,0,,,
369.358,40.378,0.006,0.906,0.002,1603.124,0.008,0,0.0414710141,0,,,
369.42,40.329,0,0.906,0.01,1584.846,0.008,0,0.0414710141,0,,,
369.483,40.311,0,0.931,-0.007,1577.536,0.007,0,0.03628713734,0,,,
369.545,40.268,0,0.922,0.01,1593.376,0.007,0,0.03628713734,0,,,
369.608,40.256,0.006,0.947,0.01,1599.468,0.008,0,0.0414710141,0,,,
369.67,40.231,0,0.931,-0.007,1578.754,0.008,0,0.0414710141,0,,,
369.733,40.201,0,0.939,0.002,1578.754,0.011,0,0.05702264439,0,,,
369.796,40.152,0.006,0.947,0.002,1593.376,0.008,0,0.0414710141,0,,,
369.858,40.104,0,0.947,0.01,1593.376,0.008,0,0.0414710141,0,,,
369.921,40.164,-0.006,0.947,0.01,1575.099,0.011,0,0.05702264439,0,,,
369.983,40.28,0,0.947,0.002,1578.754,0.012,0,0.06220652115,0,,,
370.046,40.767,0.006,0.939,0.002,1594.594,0.011,0,0.05702264439,0,,,
370.108,40.913,0,0.955,0.01,1592.157,0.013,0,0.06739039791,0,,,
370.171,41.084,0.012,0.98,0.01,1571.443,0.013,0,0.06739039791,0,,,
370.233,41.266,0.006,0.996,0.002,1579.973,0.015,0,0.07775815144,0,,,
370.296,41.37,0,0.996,0.01,1595.813,0.012,0,0.06220652115,0,,,
370.359,41.498,0.006,1.029,-0.007,1584.846,0.016,0,0.0829420282,0,,,
370.421,41.553,0,1.053,0.01,1566.569,0.015,0,0.07775815144,0,,,
370.484,41.559,0,1.078,0.002,1581.191,0.017,0,0.08812590497,0,,,
370.546,41.51,0,1.086,0.002,1598.25,0.013,0,0.06739039791,0,,,
370.609,41.279,0,1.111,-0.007,1589.72,0.016,0,0.0829420282,0,,,
370.671,40.974,0,1.119,0.002,1567.788,0.015,0,0.07775815144,0,,,
370.734,40.652,-0.006,1.135,0.002,1583.628,0.012,0,0.06220652115,0,,,
370.796,40.268,0.006,1.135,0.002,1599.468,0.015,0,0.07775815144,0,,,
370.859,39.842,0.006,1.111,0.01,1581.191,0.013,0,0.06739039791,0,,,
370.921,39.483,0,1.111,0.01,1570.225,0.013,0,0.06739039791,0,,,
370.984,39.19,0,1.07,-0.007,1584.846,0.011,0,0.05702264439,0,,,
371.047,38.88,0,1.045,-0.007,1595.813,0.011,0,0.05702264439,0,,,
371.109,38.6,0,1.004,-0.007,1573.88,0.011,0,0.05702264439,0,,,
371.172,38.362,0,0.963,0.01,1571.443,0.008,0,0.0414710141,0,,,
371.234,38.234,0.006,0.914,0.018,1587.283,0.008,0,0.0414710141,0,,,
371.297,38.216,-0.006,0.865,0.002,1589.72,0.008,0,0.0414710141,0,,,
371.359,39.16,0,0.824,0.018,1569.006,0.011,0,0.05702264439,0,,,
371.422,39.105,0,0.808,0.01,1573.88,0.008,0,0.0414710141,0,,,
371.484,39.349,0,0.783,0.01,1590.939,0.007,0,0.03628713734,0,,,
371.547,39.598,-0.006,0.759,-0.007,1582.41,0.008,0,0.0414710141,0,,,
371.61,39.817,0,0.759,0.002,1564.132,0.007,0,0.03628713734,0,,,
371.672,40.018,-0.006,0.75,0.01,1577.536,0.01,0,0.05183876763,0,,,
371.735,40.213,0,0.742,0.002,1592.157,0.007,0,0.03628713734,0,,,
371.797,40.39,0.006,0.734,0.01,1581.191,0.012,0,0.06220652115,0,,,
371.86,40.518,-0.006,0.75,0.002,1562.914,0.01,0,0.05183876763,0,,,
371.922,40.554,0,0.759,0.018,1577.536,0.011,0,0.05702264439,0,,,
371.985,40.639,0.006,0.775,0.01,1594.594,0.012,0,0.06220652115,0,,,
372.047,40.645,0,0.808,0.002,1583.628,0.011,0,0.05702264439,0,,,
372.11,40.572,0.012,0.816,0.01,1566.569,0.011,0,0.05702264439,0,,,
372.172,40.487,0,0.816,-0.007,1582.41,0.01,0,0.05183876763,0,,,
372.235,40.451,-0.006,0.84,0.002,1597.031,0.01,0,0.05183876763,0,,,
372.298,40.341,0,0.84,0.01,1581.191,0.012,0,0.06220652115,0,,,
372.36,40.353,0,0.857,0.01,1567.788,0.011,0,0.05702264439,0,,,
372.423,40.359,0,0.857,0.01,1584.846,0.008,0,0.0414710141,0,,,
372.485,40.323,0.006,0.857,0.01,1595.813,0.011,0,0.05702264439,0,,,
372.548,40.152,0,0.857,0.01,1578.754,0.015,0,0.07775815144,0,,,
372.61,40.238,0.006,0.865,0.002,1570.225,0.011,0,0.05702264439,0,,,
372.673,40.408,0,0.857,0.01,1586.065,0.012,0,0.06220652115,0,,,
372.735,40.335,-0.006,0.857,0.01,1595.813,0.013,0,0.06739039791,0,,,
372.798,40.883,0,0.849,0.002,1575.099,0.011,0,0.05702264439,0,,,
372.861,41.029,0,0.873,0.002,1573.88,0.011,0,0.05702264439,0,,,
372.923,41.254,0.006,0.898,0.002,1587.283,0.011,0,0.05702264439,0,,,
372.986,41.333,-0.006,0.922,0.018,1590.939,0.011,0,0.05702264439,0,,,
373.048,41.644,0,0.922,0.002,1570.225,0.012,0,0.06220652115,0,,,
373.111,41.857,0,0.963,0.002,1575.099,0.012,0,0.06220652115,0,,,
373.173,41.784,0,0.988,0.002,1587.283,0.011,0,0.05702264439,0,,,
373.236,41.687,-0.006,1.029,0.01,1587.283,0.013,0,0.06739039791,0,,,
373.298,41.723,0,1.07,0.002,1567.788,0.015,0,0.07775815144,0,,,
373.361,41.437,0,1.094,0.018,1576.317,0.013,0,0.06739039791,0,,,
373.423,41.005,-0.006,1.103,0.002,1592.157,0.011,0,0.05702264439,0,,,
373.486,40.627,0.006,1.111,0.002,1581.191,0.016,0,0.0829420282,0,,,
373.549,40.341,0,1.111,0.002,1562.914,0.013,0,0.06739039791,0,,,
373.611,39.97,-0.006,1.111,0.002,1578.754,0.015,0,0.07775815144,0,,,
373.674,39.617,0,1.094,-0.007,1594.594,0.011,0,0.05702264439,0,,,
373.736,39.47,-0.006,1.078,0.002,1586.065,0.013,0,0.06739039791,0,,,
373.799,39.269,0.012,1.053,0.002,1565.351,0.012,0,0.06220652115,0,,,
373.861,38.971,0,1.004,0.01,1581.191,0.015,0,0.07775815144,0,,,
373.924,38.703,-0.006,0.955,0.01,1598.25,0.012,0,0.06220652115,0,,,
373.986,38.563,0,0.914,0.01,1577.536,0.01,0,0.05183876763,0,,,
374.049,38.496,0,0.89,0.002,1569.006,0.012,0,0.06220652115,0,,,
374.112,38.496,0,0.849,0.002,1583.628,0.011,0,0.05702264439,0,,,
374.174,39.221,0,0.808,0.002,1590.939,0.01,0,0.05183876763,0,,,
374.237,39.47,0.006,0.8,0.002,1569.006,0.01,0,0.05183876763,0,,,
374.299,39.665,0,0.767,-0.007,1572.662,0.008,0,0.0414710141,0,,,
374.362,39.878,-0.006,0.759,0.01,1587.283,0.011,0,0.05702264439,0,,,
374.424,40.171,0.012,0.75,0.01,1582.41,0.008,0,0.0414710141,0,,,
374.487,40.353,0,0.759,0.002,1564.132,0.008,0,0.0414710141,0,,,
374.549,40.554,0.006,0.783,0.002,1573.88,0.008,0,0.0414710141,0,,,
374.612,40.773,0,0.791,0.01,1590.939,0.008,0,0.0414710141,0,,,
374.674,40.95,0.006,0.824,0.002,1577.536,0.008,0,0.0414710141,0,,,
374.737,40.992,0.006,0.857,0.002,1559.258,0.011,0,0.05702264439,0,,,
374.8,41.029,0,0.881,0.018,1575.099,0.007,0,0.03628713734,0,,,
374.862,41.169,0.006,0.906,0.002,1593.376,0.01,0,0.05183876763,0,,,
374.925,41.175,-0.006,0.922,0.01,1577.536,0.008,0,0.0414710141,0,,,
374.987,41.041,0.006,0.947,-0.007,1565.351,0.01,0,0.05183876763,0,,,
375.05,40.846,0,0.963,0.01,1579.973,0.01,0,0.05183876763,0,,,
